Genus	year	Date submitted	Case_Reference	Case_number	Collection_(clean)	Plate	Remarks	Patient / Shed Number	Species type	Specimen	Info/Nota	Amp 25-d	Amc 30-d	CL 100-d	Eft 30-d	Enr 5-d	Te 30-d	SF 300-d	W 5-d	Cn10-d	Ery 5-d	Tic 75-d	Ak 30-d
Escherichia	2015	25/9/15	CM2015-0844 E coli Box 12 Tube 41	CM2015-0844	E. coli Box 12 Tube 41	E552	not sent	302369	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	30/9/15	CM2015-0866 E coli Box 12 Tube 42	CM2015-0866	E. coli Box 12 Tube 42	E553	not sent	261249	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	5/10/15	CM2015-0877 E coli Box 12 Tube 43	CM2015-0877	E. coli Box 12 Tube 43	E554	not sent	303899	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	15/10/15	CM2015-0916 E coli Box 12 Tube 44	CM2015-0916	E. coli Box 12 Tube 44	E555	not sent	303501	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	15/12/15	CM2015-1139 E coli Box 12 Tube 46	CM2015-1139	E. coli Box 12 Tube 46	E556	not sent	305517	Canine	mammary	Mastitis swab	S	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2015	10/12/15	CM2015-1124 E coli Box 12 Tube 47	CM2015-1124	E. coli Box 12 Tube 47	E557	not sent	305401	Canine	respiratory	Endotracheal wash	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	9/12/15	CM2015-1117 E coli Box 12 Tube 48	CM2015-1117	E. coli Box 12 Tube 48	E558	not sent	305386	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	7/12/15	CM2015-1107 E coli Box 12 Tube 49	CM2015-1107	E. coli Box 12 Tube 49	E559	not sent	303501	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	7/12/15	CM2015-1101 E coli Box 12 Tube 50	CM2015-1101	E. coli Box 12 Tube 50	E560	not sent	300214	Canine	respiratory	BAL and Pooled L+R BAL	R	R	R	.	S	S	S	R	S	.	.	.
Escherichia	2015	3/12/15	CM2015-1094 E coli Box 12 Tube 51	CM2015-1094	E. coli Box 12 Tube 51	E561	not sent	305209	Canine	urinary	Cystocentesis.	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	3/12/15	CM2015-1094 E coli Box 12 Tube 52	CM2015-1094	E. coli Box 12 Tube 52	E562	not sent	305209	Canine	urinary	Cystocentesis.	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2015	27/11/15	CM2015-1067 E coli Box 12 Tube 53	CM2015-1067	E. coli Box 12 Tube 53	E563	not sent	276313 path # 1001-15	Canine	systemic or large cavities	Liver - abscessed	R	S	S	.	S	R	S	R	.	.	.	.
Escherichia	2015	23/11/15	CM2015-1044 E coli Box 12 Tube 54	CM2015-1044	E. coli Box 12 Tube 54	E564	not sent	988-15	Canine	systemic or large cavities	Liver and Lung	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	23/11/15	CM2015-1044 E coli Box 12 Tube 55	CM2015-1044	E. coli Box 12 Tube 55	E565	not sent	988-15	Canine	systemic or large cavities	Liver and Lung	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	19/11/15	CM2015-1040 E coli Box 12 Tube 56	CM2015-1040	E. coli Box 12 Tube 56	E566	not sent	304858	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	17/11/15	CM2015-1034 E coli Box 12 Tube 57	CM2015-1034	E. coli Box 12 Tube 57	E567	not sent	304881	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	16/11/15	CM2015-1024 E coli Box 12 Tube 58	CM2015-1024	E. coli Box 12 Tube 58	E568	not sent	304833	Canine	respiratory	Lung	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2015	13/11/15	CM2015-1019 E coli Box 12 Tube 59	CM2015-1019	E. coli Box 12 Tube 59	E569	not sent	282952	Feline	urinary	Urine	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2015	11/11/15	CM2015-1005 E coli Box 12 Tube 60	CM2015-1005	E. coli Box 12 Tube 60	E570	not sent	284525	Canine	respiratory	BAL	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2015	9/11/15	CM2015-0997 E coli Box 12 Tube 61	CM2015-0997	E. coli Box 12 Tube 61	E571	not sent	284525	Canine	respiratory	"BAL L Caudal swab and fluid Pooled

R Cranial fluid x 2 pooled"	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2015	6/11/15	CM2015-0985 E coli Box 12 Tube 62	CM2015-0985	E. coli Box 12 Tube 62	E572	not sent	231903	Canine	urinary	"peritoneal fluid, bladder wall, calculi"	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2015	6/11/15	CM2015-0983 E coli Box 12 Tube 63	CM2015-0983	E. coli Box 12 Tube 63	E573	not sent	297917	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	5/11/15	CM2015-0975 E coli Box 12 Tube 64	CM2015-0975	E. coli Box 12 Tube 64	E574	not sent	304491	Equine	musculo-skeletal	Synovial fluid in BCB	R	.	.	R	R	R	R	R	R	.	R	S
Escherichia	2015	4/11/15	CM2015-0968 E coli Box 12 Tube 65	CM2015-0968	E. coli Box 12 Tube 65	E575	not sent	295596	Feline	urinary	urine; report to Mel	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	30/10/15	CM2015-0955 E coli Box 12 Tube 66	CM2015-0955	E. coli Box 12 Tube 66	E576	not sent	293136	Canine	urinary	Urine	R	R	S	.	.	R	R	R	.	.	.	.
Escherichia	2015	3/11/15	CM2015-0964 E coli Box 12 Tube 67	CM2015-0964	E. coli Box 12 Tube 67	E577	not sent	304489	Canine	respiratory	nasal discharge swab	S	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2015	3/11/15	CM2015-0964 E coli Box 12 Tube 68	CM2015-0964	E. coli Box 12 Tube 68	E578	not sent	304489	Canine	respiratory	nasal discharge swab	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	3/11/15	CM2015-0964 E coli Box 12 Tube 69	CM2015-0964	E. coli Box 12 Tube 69	E579	not sent	304489	Canine	respiratory	nasal discharge swab	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2015	3/11/15	CM2015-0964 E coli Box 12 Tube 70	CM2015-0964	E. coli Box 12 Tube 70	E580	not sent	304489	Canine	respiratory	nasal discharge swab	S	S	S	.	R	R	S	S	.	.	.	.
Escherichia	2015	21/10/15	CM2015-0933 E coli Box 12 Tube 71	CM2015-0933	E. coli Box 12 Tube 71	E581	not sent	304231	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	16/12/15	CM2015-1152 E coli Box 12 Tube 71	CM2015-1152	E. coli Box 12 Tube 71	E582	not sent	290525	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	18/12/15	CM2015-1159 E coli Box 12 Tube 72	CM2015-1159	E. coli Box 12 Tube 72	E583	not sent	45315	Canine	urinary	Free catch urine	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	19/1/16	CM2016-0007 E coli Box 12 Tube 73	CM2016-0007	E. coli Box 12 Tube 73	E584	not sent	252486	Canine	urinary	Cystocentesis and renal pelvis aspirate	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	19/1/16	CM2016-0008 E coli Box 12 Tube 74	CM2016-0008	E. coli Box 12 Tube 74	E585	not sent	288525	Canine	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	19/1/16	CM2016-0008 E coli Box 12 Tube 75	CM2016-0008	E. coli Box 12 Tube 75	E586	not sent	288525	Canine	urinary	Cystocentesis	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2016	21/1/16	CM2016-0016 E coli Box 12 Tube 76	CM2016-0016	E. coli Box 12 Tube 76	E587	not sent	293272	Canine	urinary	Cystocentesis.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2016	21/1/16	CM2016-0018 E coli Box 12 Tube 77	CM2016-0018	E. coli Box 12 Tube 77	E588	not sent	306142	Equine	skin and subcutis	Incision swab	R	.	.	S	S	R	R	R	.	.	.	.
Escherichia	2016	22/1/16	CM2016-0023 E coli Box 12 Tube 78	CM2016-0023	E. coli Box 12 Tube 78	E589	not sent	78584	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	2/2/16	CM2016-0061 E coli Box 12 Tube 79	CM2016-0061	E. coli Box 12 Tube 79	E590	not sent	261359	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	15/2/16	CM2016-0101 E coli Box 12 Tube 80	CM2016-0101	E. coli Box 12 Tube 80	E591	not sent	228677	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	17/2/16	CM2016-0111 E coli Box 12 Tube 81	CM2016-0111	E. coli Box 12 Tube 81	E592	not sent	265053	Canine	urinary	Free catch urine	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	18/2/16	CM2016-0120 E coli Box 13 Tube 1	CM2016-0120	E. coli Box 13 Tube 1	E593	not sent	226425	Canine	digestive	Bile	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	26/2/16	CM2016-0140 E coli Box 13 Tube 2	CM2016-0140	E. coli Box 13 Tube 2	E594	not sent	291629	Canine	skin and subcutis	"Swabs from : Perianal wound, L Inguinal wound, Shoulder/neck"	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	26/2/16	CM2016-0140 E coli Box 13 Tube 3	CM2016-0140	E. coli Box 13 Tube 3	E595	not sent	291629	Canine	skin and subcutis	"Swabs from : Perianal wound, L Inguinal wound, Shoulder/neck"	R	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2016	29/2/16	CM2016-0149 E coli Box 13 Tube 4	CM2016-0149	E. coli Box 13 Tube 4	E596	not sent	293272	Canine	urinary	Cystocentesis	R	R	S	.	R	R	R	R	.	.	.	.
Escherichia	2016	7/3/16	CM2016-0174 E coli Box 13 Tube 5	CM2016-0174	E. coli Box 13 Tube 5	E597	not sent	255641	Canine	urinary	Free catch urine.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	7/3/16	CM2016-0178 E coli Box 13 Tube 6	CM2016-0178	E. coli Box 13 Tube 6	E598	not sent	261359	Canine	skin and subcutis	Swab from mammary resection	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	10/3/16	CM2016-0193 E coli Box 13 Tube 7	CM2016-0193	E. coli Box 13 Tube 7	E599	not sent	307498	Canine	urinary	Cystocentesis.	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	11/3/16	CM2016-0201 E coli Box 13 Tube 8	CM2016-0201	E. coli Box 13 Tube 8	E600	not sent	248178	Canine	urinary	Catheter urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	16/3/16	CM2016-0208 E coli Box 13 Tube 9	CM2016-0208	E. coli Box 13 Tube 9	E601	not sent	252486	Canine	urinary	Urine	R	S	S	.	R	S	R	S	.	.	.	.
Escherichia	2016	21/3/16	CM2016-0222 E coli Box 13 Tube 10	CM2016-0222	E. coli Box 13 Tube 10	E602	not sent	307763	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	21/3/16	CM2016-0223 E coli Box 13 Tube 11	CM2016-0223	E. coli Box 13 Tube 11	E603	not sent	221751	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	7/4/16	CM2016-0244 E coli Box 13 Tube 12	CM2016-0244	E. coli Box 13 Tube 12	E604	not sent	308110	Avian	respiratory	Sinus aspirate from Electus parrot	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	7/4/16	CM2016-0244 E coli Box 13 Tube 13	CM2016-0244	E. coli Box 13 Tube 13	E605	not sent	308110	Avian	respiratory	Sinus aspirate from Electus parrot	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	19/4/16	CM2016-0291 E coli Box 13 Tube 14	CM2016-0291	E. coli Box 13 Tube 14	E606	not sent	240296	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	19/4/16	CM2016-0293 E coli Box 13 Tube 15	CM2016-0293	E. coli Box 13 Tube 15	E607	not sent	279511	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	27/4/16	CM2016-0325 E coli Box 13 Tube 16	CM2016-0325	E. coli Box 13 Tube 16	E608	not sent	308572	Canine	urinary	Catheter urine.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	28/4/16	CM2016-0328 E coli Box 13 Tube 17	CM2016-0328	E. coli Box 13 Tube 17	E609	not sent	231476	Feline	skin and subcutis	Perineal and Inguinal wound swabs post flush.	R	R	R	.	S	S	R	S	.	.	.	.
Escherichia	2016	2/5/16	CM2016-0339 E coli Box 13 Tube 18	CM2016-0339	E. coli Box 13 Tube 18	E610	not sent	255486	Canine	systemic or large cavities	abdominal fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	5/5/16	CM2016-0352 E coli Box 13 Tube 19	CM2016-0352	E. coli Box 13 Tube 19	E611	not sent	308333 / 447-16	Ovine	urinary	Urine and Kidney	R	R	S	.	S	R	R	R	.	.	.	.
Escherichia	2016	9/5/16	CM2016-0358 E coli Box 13 Tube 20	CM2016-0358	E. coli Box 13 Tube 20	E612	not sent	222682	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	16/5/16	CM2016-0383 E coli Box 13 Tube 21	CM2016-0383	E. coli Box 13 Tube 21	E613	not sent	308950	Canine	urinary	"Cystocentesis urine, Mucosa and crushed urolith."	R	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	17/5/16	CM2016-0390 E coli Box 13 Tube 22	CM2016-0390	E. coli Box 13 Tube 22	E614	not sent	277526	Canine	digestive	Bile  swabs	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	23/5/16	CM2016-0420 E coli Box 13 Tube 23	CM2016-0420	E. coli Box 13 Tube 23	E615	not sent	NA	Avian	systemic or large cavities	10 Chicks	S	.	.	.	.	S	S	S	.	.	.	.
Escherichia	2016	26/5/16	CM2016-0425 E coli Box 13 Tube 24	CM2016-0425	E. coli Box 13 Tube 24	E616	not sent	309193	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	27/5/16	CM2016-0436 E coli Box 13 Tube 25	CM2016-0436	E. coli Box 13 Tube 25	E617	not sent	254461	Canine	digestive	Faeces	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	27/5/16	CM2016-0438 E coli Box 13 Tube 26	CM2016-0438	E. coli Box 13 Tube 26	E618	not sent	278421	Canine	urinary	Cystocentesis.	R	R	S	.	S	S	R	R	.	.	.	.
Escherichia	2016	14/6/16	CM2016-0487 E coli Box 13 Tube 27	CM2016-0487	E. coli Box 13 Tube 27	E619	not sent	308572	Canine	urinary	Cystocentesis.	S	S	S	.	R	S	R	S	.	.	.	.
Escherichia	2016	20/6/16	CM2016-0503 E coli Box 13 Tube 28	CM2016-0503	E. coli Box 13 Tube 28	E620	not sent	309647	Canine	urinary	Cystocentesis.	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	27/6/16	CM2016-0520 E coli Box 13 Tube 29	CM2016-0520	E. coli Box 13 Tube 29	E621	not sent	309762	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	28/6/16	CM2016-0524 E coli Box 13 Tube 30	CM2016-0524	E. coli Box 13 Tube 30	E622	not sent	307731	Canine	systemic or large cavities	Cystocentesis and Cystic mass aspirate	R	R	R	.	R	R	R	R	R	.	.	S
Escherichia	2016	4/7/16	CM2016-0549 E coli Box 13 Tube 31	CM2016-0549	E. coli Box 13 Tube 31	E623	not sent	309317	Canine	urinary	Cystocentesis.	R	S	S	.	S	S	R	R	.	.	.	.
Escherichia	2016	4/7/16	CM2016-0552 E coli Box 13 Tube 32	CM2016-0552	E. coli Box 13 Tube 32	E624	not sent	309840	Canine	respiratory	Blind BAL	R	S	R	.	R	R	R	R	R	.	.	S
Escherichia	2016	5/7/16	CM2016-0554 E coli Box 13 Tube 33	CM2016-0554	E. coli Box 13 Tube 33	E625	not sent	307731	Canine	urinary	Urine	R	R	R	.	R	R	R	R	R	.	.	S
Escherichia	2016	6/7/16	CM2016-0561 E coli Box 13 Tube 34	CM2016-0561	E. coli Box 13 Tube 34	E626	not sent	271011	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	11/7/16	CM2016-0578 E coli Box 13 Tube 35	CM2016-0578	E. coli Box 13 Tube 35	E627	not sent	300283	Feline	digestive	Bile and Liver biopsy	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	11/7/16	CM2016-0584 E coli Box 13 Tube 36	CM2016-0584	E. coli Box 13 Tube 36	E628	not sent	308388	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	12/7/16	CM2016-0588 E coli Box 13 Tube 37	CM2016-0588	E. coli Box 13 Tube 37	E629	not sent	260357	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	22/7/16	CM2016-0630 E coli Box 13 Tube 38	CM2016-0630	E. coli Box 13 Tube 38	E630	not sent	252486	Canine	urinary	"Urine cysto, +blood"	.	S	S	.	R	S	S	S	.	.	.	.
Escherichia	2016	25/7/16	CM2016-0633 E coli Box 13 Tube 39	CM2016-0633	E. coli Box 13 Tube 39	E631	not sent	308338	Canine	urinary	cysto	R	S	S	.	S	R	R	S	.	.	.	.
Escherichia	2016	1/8/16	CM2016-0653 E coli Box 13 Tube 40	CM2016-0653	E. coli Box 13 Tube 40	E632	not sent	276390	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	29/7/16	CM2016-0654 E coli Box 13 Tube 41	CM2016-0654	E. coli Box 13 Tube 41	E633	not sent	307731	Canine	urinary	Urine	R	R	R	.	R	R	S	S	S	.	.	.
Escherichia	2016	3/8/16	CM2016-0676 E coli Box 13 Tube 42	CM2016-0676	E. coli Box 13 Tube 42	E634	not sent	304430	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	5/8/16	CM2016-0691 E coli Box 13 Tube 43	CM2016-0691	E. coli Box 13 Tube 43	E635	not sent	308572	Canine	urinary	Cystocentesis	S	S	S	.	R	S	S	S	.	.	.	.
Escherichia	2016	8/8/16	CM2016-0695 E coli Box 13 Tube 44	CM2016-0695	E. coli Box 13 Tube 44	E636	not sent	310543	Feline	urinary	Cystocentesis.	R	S	S	.	S	R	R	S	.	.	.	.
Escherichia	2016	9/8/16	CM2016-0700 E coli Box 13 Tube 45	CM2016-0700	E. coli Box 13 Tube 45	E637	not sent	268655	Feline	skin and subcutis	Perineal tissue and swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	10/8/16	CM2016-0707 E coli Box 13 Tube 46	CM2016-0707	E. coli Box 13 Tube 46	E638	not sent	310601	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	9/8/16	CM2016-0701 E coli Box 13 Tube 47	CM2016-0701	E. coli Box 13 Tube 47	E639	not sent	Sheep (Green ewe #3)	Ovine	skin and subcutis	Tissue/Abscess from neck and pus	R	S	S	.	S	R	R	S	.	.	.	.
Escherichia	2016	12/8/16	CM2016-0709 E coli Box 13 Tube 48	CM2016-0709	E. coli Box 13 Tube 48	E640	not sent	293272	Canine	urinary	Cystocentesis.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2016	22/8/16	CM2016-0740 E coli Box 13 Tube 49	CM2016-0740	E. coli Box 13 Tube 49	E641	not sent	303338	Canine	urinary	Cystocentesis.	R	S	S	.	S	R	R	S	.	.	.	.
Escherichia	2016	24/8/16	CM2016-0745 E coli Box 13 Tube 50	CM2016-0745	E. coli Box 13 Tube 50	E642	not sent	293272	Canine	urinary	Cystocentesis.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2016	24/8/16	CM2016-0747 E coli Box 13 Tube 51	CM2016-0747	E. coli Box 13 Tube 51	E643	not sent	246509	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	26/8/16	CM2016-0763 E coli Box 13 Tube 52	CM2016-0763	E. coli Box 13 Tube 52	E644	not sent	310705	Canine	digestive	Bile	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	29/8/16	CM2016-0769 E coli Box 13 Tube 53	CM2016-0769	E. coli Box 13 Tube 53	E645	not sent	310901	Equine	digestive	Stomach content	R	R	R	.	S	R	R	R	.	.	.	.
Escherichia	2016	30/8/16	CM2016-0772 E coli Box 13 Tube 54	CM2016-0772	E. coli Box 13 Tube 54	E646	not sent	276390	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	7/9/16	CM2016-0806 E coli Box 13 Tube 55	CM2016-0806	E. coli Box 13 Tube 55	E647	not sent	310994	Canine	ear	Ear swab - post op	S	S	S	.	S	S	S	S	S	.	.	S
Escherichia	2016	8/9/16	CM2016-0824 E coli Box 13 Tube 56	CM2016-0824	E. coli Box 13 Tube 56	E648	not sent	121505	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	7/9/16	CM2016-0827 E coli Box 13 Tube 57	CM2016-0827	E. coli Box 13 Tube 57	E649	not sent	293272	Canine	urinary	Cystocentesis.	R	R	S	.	R	R	R	R	.	.	.	R
Escherichia	2016	4/10/16	CM2016-0914 E coli Box 13 Tube 58	CM2016-0914	E. coli Box 13 Tube 58	E650	not sent	1013-16	Avian	respiratory	Lung swab	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2016	28/9/16	CM2016-0917 E coli Box 13 Tube 59	CM2016-0917	E. coli Box 13 Tube 59	E651	not sent	308572	Canine	urinary	Cystocentesis.	S	S	S	.	R	S	S	S	.	.	.	.
Escherichia	2016	3/10/16	CM2016-0931 E coli Box 13 Tube 60	CM2016-0931	E. coli Box 13 Tube 60	E652	not sent	308338	Canine	urinary	Cystocentesis.	R	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2016	13/9/16	CM2016-0845 E coli Box 13 Tube 61	CM2016-0845	E. coli Box 13 Tube 61	E653	not sent	TR1	Ovine	nervous	Bran abscess swabs x 2 pooled.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	4/10/16	CM2016-0934 E coli Box 13 Tube 62	CM2016-0934	E. coli Box 13 Tube 62	E654	not sent	260357	Canine	urinary	Free catch urine	S	S	S	.	S	R	R	S	.	.	.	.
Escherichia	2016	3/10/16	CM2016-0929 E coli Box 13 Tube 63	CM2016-0929	E. coli Box 13 Tube 63	E655	not sent	311741	Canine	systemic or large cavities	peritoneal fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	10/10/16	CM2016-0955 E coli Box 13 Tube 63	CM2016-0955	E. coli Box 13 Tube 63	E656	not sent	209462	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	13/10/16	CM2016-0968 E coli Box 13 Tube 64	CM2016-0968	E. coli Box 13 Tube 64	E657	not sent	311998	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	14/10/16	CM2016-0973 E coli Box 13 Tube 65	CM2016-0973	E. coli Box 13 Tube 65	E658	not sent	238368	Feline	urinary	Cystocentesis.	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	14/10/16	CM2016-0975 E coli Box 13 Tube 66	CM2016-0975	E. coli Box 13 Tube 66	E659	not sent	311590	Canine	urinary	Cystocentesis.	S	S	S	.	S	R	R	S	.	.	.	.
Escherichia	2016	14/10/16	CM2016-0977 E coli Box 13 Tube 67	CM2016-0977	E. coli Box 13 Tube 67	E660	not sent	308388	Canine	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	19/10/16	CM2016-0995 E coli Box 13 Tube 68	CM2016-0995	E. coli Box 13 Tube 68	E661	not sent	265667	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	28/10/16	CM2016-1019 E. coli Box 13 Tubes 69 -70 -71	CM2016-1019	E. coli Box 13 Tube 69 -70 -71	E662	not sent	ALL FARM	Avian	systemic or large cavities	"1-8 Yolk sacs unborn chicks;

9, 11, 13, 15 and 17: Livers, birds A, B, C, D and E;

10 Left Hock, bird A;

12, 14 and 16 Right Hocks, birds B, C and D."	S	.	.	.	.	R	R	S	.	R	.	.
Escherichia	2016	28/10/16	CM2016-1020 E. coli Box 13 Tubes 72 -73 -74	CM2016-1020	E. coli Box 13 Tube 72 -73 -74	E663	not sent	Shed 1	Avian	systemic or large cavities	"18, 19, 20 Livers

21 heart"	S	.	.	.	.	R	S	S	.	R	.	.
Escherichia	2016	8/11/16	CM2016-1028 E. coli Box 13 Tube 75	CM2016-1028	E. coli Box 13 Tube 75	E664	not sent	276329	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	8/11/16	CM2016-1029 E. coli Box 13 Tube 76	CM2016-1029	E. coli Box 13 Tube 76	E665	not sent	288525	Canine	urinary	Cystocentesis	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	15/11/16	CM2016-1047 E. coli Box 13 Tube 77	CM2016-1047	E. coli Box 13 Tube 77	E666	not sent	1161-16	Canine	urinary	"Penis swab

Kidney"	R	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2016	16/11/16	CM2016-1050 E. coli Box 13 Tube 78	CM2016-1050	E. coli Box 13 Tube 78	E667	not sent	312744	Canine	reproductive	Pyometra swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	16/11/16	CM2016-1053 E. coli Box 13 Tube 79	CM2016-1053	E. coli Box 13 Tube 79	E668	not sent	312723	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2016	16/11/16	"CM2016-1054 E. coli Box 13 Tube 80, 81"	CM2016-1054	"E. coli Box 13 Tube 80 , 81"	E669	not sent	"1167-16, 1168-16, 1169-16, 1170-16"	Avian	systemic or large cavities	"1167-16 

A Liver

B Liver

C Yolk



1168-16

D Liver

D Yolk



1169-16

B Liver

C Liver



1170-16

A Liver

B Liver

C Liver"	R	.	.	.	.	R	R	R	.	.	.	.
Escherichia	2016	23/11/16	CM2016-1068 E. coli Box 14 Tube 1	CM2016-1068	E. coli Box 14 Tube 1	E670	not sent	"1188, 1189, 1190, 1191-16"	Avian	systemic or large cavities	"1188-16

A Peritoneum



1189-16

A Liver

A Yolk

B Liver

C Caecum

D Liver



1190-16

A Caecum

A Yolk

B Caecum

B Yolk

B Liver

C Caecum

C Liver

E Yolk



1191-16

A Yolk

B Yolk

C Liver"	S	.	S	.	S	S	S	S	.	.	.	.
